index,Unnamed: 0,FileName,age,SPLIT,SSL_SPLIT
4425,6334,26_1_2_20170116184051103.jpg.chip.jpg,26,TRAIN,EXCLUDE
6036,8660,53_0_0_20170109002933938.jpg.chip.jpg,53,TRAIN,EXCLUDE
12857,18492,53_1_0_20170110122634608.jpg.chip.jpg,53,TRAIN,EXCLUDE
8156,11702,26_0_3_20170119192356378.jpg.chip.jpg,26,TRAIN,EXCLUDE
5379,7710,38_0_0_20170117133757073.jpg.chip.jpg,38,TRAIN,EXCLUDE
7998,11479,38_0_0_20170103183142330.jpg.chip.jpg,38,TRAIN,EXCLUDE
6928,9939,54_1_0_20170117171502531.jpg.chip.jpg,54,TRAIN,LABELED
10840,15569,47_0_1_20170114034328343.jpg.chip.jpg,47,TRAIN,EXCLUDE
2447,3509,37_1_1_20170112220140249.jpg.chip.jpg,37,TRAIN,LABELED
8784,12602,60_1_0_20170110141351728.jpg.chip.jpg,60,TRAIN,EXCLUDE
2727,3903,31_1_1_20170117171933533.jpg.chip.jpg,31,TRAIN,EXCLUDE
5225,7465,39_0_0_20170116224915569.jpg.chip.jpg,39,TRAIN,EXCLUDE
5750,8244,40_0_0_20170117133133334.jpg.chip.jpg,40,TRAIN,EXCLUDE
6929,9941,40_1_0_20170117135425683.jpg.chip.jpg,40,TRAIN,EXCLUDE
4733,6774,24_1_2_20170116172622785.jpg.chip.jpg,24,TRAIN,EXCLUDE
1350,1940,44_1_0_20170104211529444.jpg.chip.jpg,44,TRAIN,EXCLUDE
4350,6238,34_1_1_20170103230340961.jpg.chip.jpg,34,TRAIN,EXCLUDE
5487,7858,25_1_0_20170103180835288.jpg.chip.jpg,25,TRAIN,EXCLUDE
1612,2316,59_1_0_20170110123116580.jpg.chip.jpg,59,TRAIN,EXCLUDE
10978,15764,30_0_0_20170119195539771.jpg.chip.jpg,30,TRAIN,EXCLUDE
5694,8168,26_0_3_20170104232208944.jpg.chip.jpg,26,TRAIN,EXCLUDE
3728,5323,48_0_1_20170117171859064.jpg.chip.jpg,48,TRAIN,EXCLUDE
4670,6682,57_0_0_20170104212808228.jpg.chip.jpg,57,TRAIN,EXCLUDE
11662,16777,30_1_0_20170117134255854.jpg.chip.jpg,30,TRAIN,EXCLUDE
2771,3962,50_0_0_20170109003412066.jpg.chip.jpg,50,TRAIN,EXCLUDE
1243,1792,47_1_3_20170109133358794.jpg.chip.jpg,47,TRAIN,EXCLUDE
2097,3028,55_0_0_20170120221341989.jpg.chip.jpg,55,TRAIN,EXCLUDE
9054,12993,37_1_0_20170117183426542.jpg.chip.jpg,37,TRAIN,EXCLUDE
10949,15719,26_0_1_20170113135516970.jpg.chip.jpg,26,TRAIN,EXCLUDE
4414,6318,36_1_1_20170113012408913.jpg.chip.jpg,36,TRAIN,EXCLUDE
7992,11471,37_1_0_20170105000536252.jpg.chip.jpg,37,TRAIN,EXCLUDE
314,440,52_0_1_20170113142156388.jpg.chip.jpg,52,TRAIN,EXCLUDE
9604,13789,28_1_2_20170116165530274.jpg.chip.jpg,28,TRAIN,EXCLUDE
6541,9362,26_1_1_20170116233641024.jpg.chip.jpg,26,TRAIN,EXCLUDE
2580,3695,21_1_3_20170105003215901.jpg.chip.jpg,21,TRAIN,EXCLUDE
11599,16669,25_0_0_20170110231839623.jpg.chip.jpg,25,TRAIN,EXCLUDE
7901,11340,30_1_0_20170117134355934.jpg.chip.jpg,30,TRAIN,EXCLUDE
11877,17061,53_0_3_20170117171834099.jpg.chip.jpg,53,TRAIN,EXCLUDE
3249,4626,50_1_0_20170117135347887.jpg.chip.jpg,50,TRAIN,EXCLUDE
1153,1666,35_0_1_20170117143129752.jpg.chip.jpg,35,TRAIN,EXCLUDE
10413,14958,52_1_0_20170117161058646.jpg.chip.jpg,52,TRAIN,EXCLUDE
6180,8871,52_0_0_20170104210032733.jpg.chip.jpg,52,TRAIN,EXCLUDE
918,1329,24_1_3_20170119170911086.jpg.chip.jpg,24,TRAIN,EXCLUDE
3595,5127,23_1_1_20170113195614940.jpg.chip.jpg,23,TRAIN,EXCLUDE
234,325,55_1_0_20170117092223899.jpg.chip.jpg,55,TRAIN,EXCLUDE
1443,2077,48_0_0_20170117013758131.jpg.chip.jpg,48,TRAIN,EXCLUDE
1794,2577,37_1_1_20170116160739474.jpg.chip.jpg,37,TRAIN,EXCLUDE
10369,14899,40_0_2_20170113190426313.jpg.chip.jpg,40,TRAIN,EXCLUDE
11994,17233,30_1_0_20170117135302551.jpg.chip.jpg,30,TRAIN,EXCLUDE
461,659,36_0_1_20170104172819875.jpg.chip.jpg,36,TRAIN,EXCLUDE
7794,11184,30_1_1_20170116214526804.jpg.chip.jpg,30,TRAIN,EXCLUDE
4011,5749,45_1_0_20170117175326912.jpg.chip.jpg,45,TRAIN,EXCLUDE
8195,11759,27_1_0_20170117202238951.jpg.chip.jpg,27,TRAIN,EXCLUDE
1721,2471,40_1_0_20170117191308044.jpg.chip.jpg,40,TRAIN,EXCLUDE
3878,5553,30_1_2_20170116194224682.jpg.chip.jpg,30,TRAIN,EXCLUDE
11477,16498,26_1_3_20170119192127618.jpg.chip.jpg,26,TRAIN,EXCLUDE
11959,17180,36_0_0_20170117183301527.jpg.chip.jpg,36,TRAIN,LABELED
105,147,40_0_4_20170104001839285.jpg.chip.jpg,40,TRAIN,EXCLUDE
11997,17239,25_1_0_20170105000803577.jpg.chip.jpg,25,TRAIN,EXCLUDE
12808,18430,24_1_2_20170116170642556.jpg.chip.jpg,24,TRAIN,EXCLUDE
13120,18856,29_0_0_20170116214417558.jpg.chip.jpg,29,TRAIN,EXCLUDE
9896,14210,38_0_4_20170104202009825.jpg.chip.jpg,38,TRAIN,EXCLUDE
8444,12115,56_0_0_20170111222411632.jpg.chip.jpg,56,TRAIN,EXCLUDE
793,1154,35_0_0_20170117170757093.jpg.chip.jpg,35,TRAIN,EXCLUDE
7441,10678,32_0_0_20170117134728061.jpg.chip.jpg,32,TRAIN,EXCLUDE
1910,2750,23_1_3_20170119164541157.jpg.chip.jpg,23,TRAIN,EXCLUDE
360,504,35_1_3_20170104214457383.jpg.chip.jpg,35,TRAIN,EXCLUDE
11449,16456,36_1_1_20170116002211364.jpg.chip.jpg,36,TRAIN,EXCLUDE
4839,6935,26_1_3_20170119153809053.jpg.chip.jpg,26,TRAIN,EXCLUDE
8881,12750,26_0_2_20170116163925116.jpg.chip.jpg,26,TRAIN,EXCLUDE
3528,5025,25_0_0_20170117142048826.jpg.chip.jpg,25,TRAIN,EXCLUDE
932,1347,25_1_2_20170116175243754.jpg.chip.jpg,25,TRAIN,EXCLUDE
2080,3001,25_1_3_20170117151958483.jpg.chip.jpg,25,TRAIN,EXCLUDE
10910,15666,60_0_0_20170117172847880.jpg.chip.jpg,60,TRAIN,EXCLUDE
4063,5822,28_0_4_20170103235827230.jpg.chip.jpg,28,TRAIN,EXCLUDE
1157,1671,49_1_0_20170104184001972.jpg.chip.jpg,49,TRAIN,EXCLUDE
2110,3045,26_1_1_20170112211527323.jpg.chip.jpg,26,TRAIN,EXCLUDE
5894,8458,30_0_1_20170117120438367.jpg.chip.jpg,30,TRAIN,EXCLUDE
8635,12378,30_1_4_20170117194826836.jpg.chip.jpg,30,TRAIN,EXCLUDE
8559,12271,28_1_4_20170117202422103.jpg.chip.jpg,28,TRAIN,EXCLUDE
10425,14972,40_0_2_20170116191436037.jpg.chip.jpg,40,TRAIN,EXCLUDE
9458,13579,35_0_0_20170117192120258.jpg.chip.jpg,35,TRAIN,EXCLUDE
11312,16245,26_1_1_20170117201805678.jpg.chip.jpg,26,TRAIN,EXCLUDE
3382,4820,25_1_2_20170116170355441.jpg.chip.jpg,25,TRAIN,LABELED
3183,4529,38_0_1_20170117135753077.jpg.chip.jpg,38,TRAIN,EXCLUDE
3274,4657,25_1_0_20170117195136747.jpg.chip.jpg,25,TRAIN,EXCLUDE
11718,16849,55_1_0_20170109132147662.jpg.chip.jpg,55,TRAIN,EXCLUDE
5777,8286,24_1_0_20170104021527253.jpg.chip.jpg,24,TRAIN,EXCLUDE
13126,18864,27_1_3_20170119194422834.jpg.chip.jpg,27,TRAIN,EXCLUDE
8420,12079,22_0_0_20170117193852875.jpg.chip.jpg,22,TRAIN,EXCLUDE
3581,5101,24_1_3_20170119164716909.jpg.chip.jpg,24,TRAIN,EXCLUDE
3476,4951,50_0_0_20170117151732148.jpg.chip.jpg,50,TRAIN,EXCLUDE
8787,12605,40_0_0_20170117180244078.jpg.chip.jpg,40,TRAIN,EXCLUDE
3338,4754,51_0_0_20170111171747335.jpg.chip.jpg,51,TRAIN,EXCLUDE
2614,3742,28_0_1_20170113134651866.jpg.chip.jpg,28,TRAIN,LABELED
11580,16642,33_0_2_20170117182613892.jpg.chip.jpg,33,TRAIN,EXCLUDE
12344,17754,26_0_4_20170108224531895.jpg.chip.jpg,26,TRAIN,EXCLUDE
5589,8007,48_0_3_20170119205356352.jpg.chip.jpg,48,TRAIN,EXCLUDE
6681,9562,21_0_0_20170116215442146.jpg.chip.jpg,21,TRAIN,EXCLUDE
11619,16700,35_1_1_20170117154115861.jpg.chip.jpg,35,TRAIN,EXCLUDE
12711,18275,31_1_3_20170104220156327.jpg.chip.jpg,31,TRAIN,LABELED
1138,1642,53_0_3_20170119205832000.jpg.chip.jpg,53,TRAIN,EXCLUDE
4438,6353,42_0_1_20170113185220472.jpg.chip.jpg,42,TRAIN,EXCLUDE
5909,8479,30_0_4_20170116221659118.jpg.chip.jpg,30,TRAIN,EXCLUDE
3127,4448,25_1_3_20170119153526538.jpg.chip.jpg,25,TRAIN,EXCLUDE
112,160,60_1_0_20170110152933482.jpg.chip.jpg,60,TRAIN,EXCLUDE
10586,15212,30_0_1_20170116011020977.jpg.chip.jpg,30,TRAIN,EXCLUDE
2680,3838,26_0_1_20170113134355472.jpg.chip.jpg,26,TRAIN,EXCLUDE
8352,11974,47_0_4_20170104002132109.jpg.chip.jpg,47,TRAIN,EXCLUDE
1575,2262,40_0_3_20170119183720398.jpg.chip.jpg,40,TRAIN,EXCLUDE
7948,11410,38_0_4_20170116215608653.jpg.chip.jpg,38,TRAIN,LABELED
8614,12346,30_1_3_20170104232539161.jpg.chip.jpg,30,TRAIN,EXCLUDE
12553,18042,45_0_4_20170104184343710.jpg.chip.jpg,45,TRAIN,EXCLUDE
7210,10341,50_1_0_20170119205606664.jpg.chip.jpg,50,TRAIN,EXCLUDE
288,404,31_1_0_20170103180729440.jpg.chip.jpg,31,TRAIN,EXCLUDE
11038,15851,48_1_1_20170113001756978.jpg.chip.jpg,48,TRAIN,EXCLUDE
4562,6516,23_1_0_20170116173236417.jpg.chip.jpg,23,TRAIN,EXCLUDE
11387,16367,34_0_0_20170103182629265.jpg.chip.jpg,34,TRAIN,LABELED
11327,16268,34_0_3_20170113190318416.jpg.chip.jpg,34,TRAIN,EXCLUDE
9358,13428,22_1_0_20170105002545990.jpg.chip.jpg,22,TRAIN,EXCLUDE
12055,17326,32_1_0_20170103182614674.jpg.chip.jpg,32,TRAIN,EXCLUDE
5106,7309,54_0_3_20170119210123256.jpg.chip.jpg,54,TRAIN,EXCLUDE
3753,5361,26_0_2_20170116183713007.jpg.chip.jpg,26,TRAIN,EXCLUDE
9035,12968,45_1_0_20170103163617968.jpg.chip.jpg,45,TRAIN,EXCLUDE
10927,15689,34_1_1_20170116231528550.jpg.chip.jpg,34,TRAIN,EXCLUDE
878,1271,39_1_1_20170113012928648.jpg.chip.jpg,39,TRAIN,EXCLUDE
4403,6306,35_0_0_20170113184039072.jpg.chip.jpg,35,TRAIN,LABELED
2589,3708,22_0_0_20170116200924248.jpg.chip.jpg,22,TRAIN,EXCLUDE
175,243,42_1_0_20170116232623436.jpg.chip.jpg,42,TRAIN,EXCLUDE
3126,4447,35_0_2_20170117135233576.jpg.chip.jpg,35,TRAIN,EXCLUDE
1477,2127,48_0_3_20170109141132255.jpg.chip.jpg,48,TRAIN,EXCLUDE
12556,18047,58_0_0_20170117191918155.jpg.chip.jpg,58,TRAIN,EXCLUDE
5448,7805,25_1_3_20170119153501863.jpg.chip.jpg,25,TRAIN,EXCLUDE
6724,9633,46_0_1_20170113152154248.jpg.chip.jpg,46,TRAIN,EXCLUDE
11352,16313,24_0_3_20170119165947103.jpg.chip.jpg,24,TRAIN,EXCLUDE
3540,5042,53_1_0_20170110160643313.jpg.chip.jpg,53,TRAIN,EXCLUDE
4305,6169,45_0_1_20170113181825862.jpg.chip.jpg,45,TRAIN,EXCLUDE
7115,10208,25_1_2_20170116175148849.jpg.chip.jpg,25,TRAIN,EXCLUDE
13089,18816,22_1_0_20170103163108007.jpg.chip.jpg,22,TRAIN,EXCLUDE
9681,13903,27_0_3_20170119152415944.jpg.chip.jpg,27,TRAIN,EXCLUDE
5525,7922,51_0_1_20170117173642448.jpg.chip.jpg,51,TRAIN,EXCLUDE
7733,11095,37_0_0_20170109010706831.jpg.chip.jpg,37,TRAIN,EXCLUDE
8644,12390,27_1_1_20170112213529269.jpg.chip.jpg,27,TRAIN,EXCLUDE
417,590,35_0_2_20170104201518561.jpg.chip.jpg,35,TRAIN,EXCLUDE
11721,16853,26_0_0_20170117200055853.jpg.chip.jpg,26,TRAIN,EXCLUDE
11190,16068,26_1_0_20170103181710200.jpg.chip.jpg,26,TRAIN,EXCLUDE
13034,18735,27_1_0_20170117120644558.jpg.chip.jpg,27,TRAIN,EXCLUDE
6967,10006,27_0_0_20170116194225517.jpg.chip.jpg,27,TRAIN,EXCLUDE
8957,12854,21_0_1_20170116215535068.jpg.chip.jpg,21,TRAIN,EXCLUDE
7268,10419,24_0_1_20170117194403765.jpg.chip.jpg,24,TRAIN,EXCLUDE
2663,3816,27_0_2_20170119193349130.jpg.chip.jpg,27,TRAIN,EXCLUDE
4397,6298,30_1_0_20170117154828262.jpg.chip.jpg,30,TRAIN,EXCLUDE
12246,17617,22_0_0_20170104230045815.jpg.chip.jpg,22,TRAIN,EXCLUDE
2932,4176,50_0_3_20170119205544079.jpg.chip.jpg,50,TRAIN,EXCLUDE
5446,7803,41_0_2_20170104184907998.jpg.chip.jpg,41,TRAIN,EXCLUDE
4962,7117,52_0_2_20170104184032470.jpg.chip.jpg,52,TRAIN,EXCLUDE
8345,11966,23_1_4_20170117183858768.jpg.chip.jpg,23,TRAIN,EXCLUDE
222,309,54_0_3_20170119210113528.jpg.chip.jpg,54,TRAIN,EXCLUDE
6225,8932,26_1_1_20170113012058856.jpg.chip.jpg,26,TRAIN,LABELED
3975,5689,58_0_0_20170117184403351.jpg.chip.jpg,58,TRAIN,EXCLUDE
7993,11472,29_0_0_20170114033106398.jpg.chip.jpg,29,TRAIN,EXCLUDE
13011,18701,37_0_4_20170104205837940.jpg.chip.jpg,37,TRAIN,EXCLUDE
12913,18571,24_1_4_20170103212911364.jpg.chip.jpg,24,TRAIN,EXCLUDE
1741,2500,32_1_1_20170112224100250.jpg.chip.jpg,32,TRAIN,EXCLUDE
8554,12265,56_0_3_20170119174930466.jpg.chip.jpg,56,TRAIN,EXCLUDE
6378,9135,26_0_1_20170117091506354.jpg.chip.jpg,26,TRAIN,EXCLUDE
4922,7055,24_0_0_20170116224743469.jpg.chip.jpg,24,TRAIN,EXCLUDE
12816,18444,30_1_2_20170116191305000.jpg.chip.jpg,30,TRAIN,EXCLUDE
10498,15074,33_1_0_20170105163852244.jpg.chip.jpg,33,TRAIN,EXCLUDE
2527,3620,35_1_3_20170119201541494.jpg.chip.jpg,35,TRAIN,EXCLUDE
140,194,36_1_0_20170104172916913.jpg.chip.jpg,36,TRAIN,EXCLUDE
3357,4781,52_0_0_20170104211941860.jpg.chip.jpg,52,TRAIN,LABELED
7363,10553,53_0_0_20170117163717545.jpg.chip.jpg,53,TRAIN,EXCLUDE
4616,6588,21_0_0_20170114025137038.jpg.chip.jpg,21,TRAIN,EXCLUDE
4752,6807,24_1_0_20170116222857892.jpg.chip.jpg,24,TRAIN,EXCLUDE
9375,13457,29_1_1_20170116222853534.jpg.chip.jpg,29,TRAIN,EXCLUDE
10340,14854,30_1_1_20170117123854164.jpg.chip.jpg,30,TRAIN,EXCLUDE
7214,10346,30_1_4_20170117203559144.jpg.chip.jpg,30,TRAIN,EXCLUDE
12280,17669,34_0_0_20170119151435927.jpg.chip.jpg,34,TRAIN,EXCLUDE
7765,11142,25_1_0_20170116003513392.jpg.chip.jpg,25,TRAIN,EXCLUDE
10924,15684,26_1_3_20170117174016693.jpg.chip.jpg,26,TRAIN,EXCLUDE
1954,2812,26_0_1_20170117195559692.jpg.chip.jpg,26,TRAIN,EXCLUDE
4266,6114,52_0_1_20170113174550147.jpg.chip.jpg,52,TRAIN,EXCLUDE
10722,15393,26_1_2_20170113000159185.jpg.chip.jpg,26,TRAIN,EXCLUDE
12110,17411,26_1_4_20170117201058830.jpg.chip.jpg,26,TRAIN,EXCLUDE
11510,16546,31_0_3_20170119195940339.jpg.chip.jpg,31,TRAIN,LABELED
8847,12700,53_0_0_20170120223001107.jpg.chip.jpg,53,TRAIN,EXCLUDE
10548,15152,37_1_0_20170117140123763.jpg.chip.jpg,37,TRAIN,EXCLUDE
851,1236,21_1_2_20170116170625776.jpg.chip.jpg,21,TRAIN,EXCLUDE
6813,9766,33_0_4_20170117105033191.jpg.chip.jpg,33,TRAIN,EXCLUDE
6081,8723,58_0_3_20170119211656985.jpg.chip.jpg,58,TRAIN,EXCLUDE
9148,13123,27_0_0_20170102233409115.jpg.chip.jpg,27,TRAIN,EXCLUDE
2377,3416,36_1_1_20170115235941456.jpg.chip.jpg,36,TRAIN,EXCLUDE
5432,7783,26_0_3_20170117154955375.jpg.chip.jpg,26,TRAIN,EXCLUDE
9231,13247,25_1_0_20170109213201198.jpg.chip.jpg,25,TRAIN,EXCLUDE
1706,2453,26_1_1_20170116155804560.jpg.chip.jpg,26,TRAIN,EXCLUDE
1921,2765,25_1_3_20170104234944475.jpg.chip.jpg,25,TRAIN,EXCLUDE
7393,10601,50_0_3_20170113190323248.jpg.chip.jpg,50,TRAIN,EXCLUDE
1731,2485,32_0_3_20170117182131397.jpg.chip.jpg,32,TRAIN,EXCLUDE
11047,15860,35_1_0_20170117135422687.jpg.chip.jpg,35,TRAIN,EXCLUDE
12507,17975,54_1_2_20170116193018666.jpg.chip.jpg,54,TRAIN,EXCLUDE
399,567,35_0_2_20170105172512670.jpg.chip.jpg,35,TRAIN,EXCLUDE
9839,14135,25_1_0_20170117195134252.jpg.chip.jpg,25,TRAIN,EXCLUDE
3682,5246,31_1_0_20170103163117935.jpg.chip.jpg,31,TRAIN,EXCLUDE
8772,12588,54_0_3_20170119210115904.jpg.chip.jpg,54,TRAIN,EXCLUDE
6968,10007,34_0_0_20170104172731554.jpg.chip.jpg,34,TRAIN,EXCLUDE
12549,18031,34_0_0_20170104204354155.jpg.chip.jpg,34,TRAIN,LABELED
2726,3900,26_0_3_20170119180541276.jpg.chip.jpg,26,TRAIN,EXCLUDE
1181,1709,30_0_1_20170113141843699.jpg.chip.jpg,30,TRAIN,EXCLUDE
6886,9878,38_0_0_20170104170126057.jpg.chip.jpg,38,TRAIN,EXCLUDE
518,744,47_0_0_20170104210614252.jpg.chip.jpg,47,TRAIN,EXCLUDE
3749,5353,21_0_1_20170113133117587.jpg.chip.jpg,21,TRAIN,EXCLUDE
8468,12153,49_0_0_20170104205813820.jpg.chip.jpg,49,TRAIN,EXCLUDE
4966,7123,52_0_0_20170117160940615.jpg.chip.jpg,52,TRAIN,EXCLUDE
5995,8606,30_1_1_20170112215057720.jpg.chip.jpg,30,TRAIN,EXCLUDE
12091,17383,30_1_0_20170103180631960.jpg.chip.jpg,30,TRAIN,EXCLUDE
11928,17136,26_1_3_20170119193107971.jpg.chip.jpg,26,TRAIN,EXCLUDE
1317,1893,24_1_4_20170116222729168.jpg.chip.jpg,24,TRAIN,EXCLUDE
6396,9155,26_1_1_20170116231831266.jpg.chip.jpg,26,TRAIN,EXCLUDE
6322,9058,44_0_1_20170113184928967.jpg.chip.jpg,44,TRAIN,EXCLUDE
1023,1479,46_1_1_20170116022038426.jpg.chip.jpg,46,TRAIN,EXCLUDE
1934,2784,54_1_0_20170117171651994.jpg.chip.jpg,54,TRAIN,EXCLUDE
9431,13543,29_1_4_20170105171748652.jpg.chip.jpg,29,TRAIN,EXCLUDE
10502,15082,39_0_4_20170104205430619.jpg.chip.jpg,39,TRAIN,EXCLUDE
3358,4784,55_0_0_20170120222221343.jpg.chip.jpg,55,TRAIN,EXCLUDE
68,92,37_1_0_20170103183817362.jpg.chip.jpg,37,TRAIN,EXCLUDE
10327,14833,52_0_0_20170120222924114.jpg.chip.jpg,52,TRAIN,EXCLUDE
10940,15705,32_1_1_20170113000955116.jpg.chip.jpg,32,TRAIN,EXCLUDE
4415,6319,29_1_0_20170120140336809.jpg.chip.jpg,29,TRAIN,EXCLUDE
2616,3747,25_1_3_20170117152028652.jpg.chip.jpg,25,TRAIN,EXCLUDE
137,191,36_0_1_20170117163255045.jpg.chip.jpg,36,TRAIN,EXCLUDE
9376,13459,40_1_3_20170109140647801.jpg.chip.jpg,40,TRAIN,EXCLUDE
4255,6098,37_0_0_20170104202623003.jpg.chip.jpg,37,TRAIN,EXCLUDE
7968,11441,35_0_0_20170117122020502.jpg.chip.jpg,35,TRAIN,EXCLUDE
9776,14044,32_0_3_20170119200432788.jpg.chip.jpg,32,TRAIN,EXCLUDE
12071,17352,32_0_4_20170103235510730.jpg.chip.jpg,32,TRAIN,EXCLUDE
6995,10047,32_0_0_20170104204313908.jpg.chip.jpg,32,TRAIN,EXCLUDE
6721,9628,30_0_0_20170117130653432.jpg.chip.jpg,30,TRAIN,EXCLUDE
9009,12935,56_0_0_20170120223128947.jpg.chip.jpg,56,TRAIN,EXCLUDE
9263,13290,26_1_4_20170117201452666.jpg.chip.jpg,26,TRAIN,EXCLUDE
7465,10709,35_0_1_20170113152731945.jpg.chip.jpg,35,TRAIN,EXCLUDE
6183,8874,48_0_0_20170104193619832.jpg.chip.jpg,48,TRAIN,EXCLUDE
4368,6260,32_1_1_20170116161336538.jpg.chip.jpg,32,TRAIN,EXCLUDE
10743,15424,40_0_0_20170113141758342.jpg.chip.jpg,40,TRAIN,LABELED
11027,15835,24_0_2_20170116165518844.jpg.chip.jpg,24,TRAIN,EXCLUDE
11508,16542,38_1_1_20170117154145792.jpg.chip.jpg,38,TRAIN,EXCLUDE
6035,8659,58_0_3_20170119211548329.jpg.chip.jpg,58,TRAIN,EXCLUDE
5733,8219,45_0_3_20170119183704615.jpg.chip.jpg,45,TRAIN,EXCLUDE
4202,6025,22_1_1_20170114030733636.jpg.chip.jpg,22,TRAIN,EXCLUDE
1015,1468,48_1_0_20170117173924359.jpg.chip.jpg,48,TRAIN,EXCLUDE
2011,2892,26_1_0_20170104022111485.jpg.chip.jpg,26,TRAIN,EXCLUDE
10875,15615,30_1_0_20170117143933875.jpg.chip.jpg,30,TRAIN,EXCLUDE
10243,14708,24_0_2_20170119165700590.jpg.chip.jpg,24,TRAIN,EXCLUDE
6509,9324,27_0_1_20170116030530533.jpg.chip.jpg,27,TRAIN,EXCLUDE
8070,11581,24_1_3_20170116220311270.jpg.chip.jpg,24,TRAIN,EXCLUDE
4051,5803,42_1_0_20170110124244590.jpg.chip.jpg,42,TRAIN,EXCLUDE
12207,17556,31_1_2_20170104020811717.jpg.chip.jpg,31,TRAIN,EXCLUDE
4948,7095,32_0_2_20170116191422270.jpg.chip.jpg,32,TRAIN,EXCLUDE
8391,12038,37_1_2_20170104005945096.jpg.chip.jpg,37,TRAIN,EXCLUDE
5662,8117,35_1_0_20170116201620219.jpg.chip.jpg,35,TRAIN,EXCLUDE
8485,12175,45_0_1_20170113184154999.jpg.chip.jpg,45,TRAIN,EXCLUDE
6561,9395,26_1_3_20170109134536902.jpg.chip.jpg,26,TRAIN,EXCLUDE
9775,14043,43_0_2_20170116192612780.jpg.chip.jpg,43,TRAIN,EXCLUDE
4640,6627,36_0_1_20170113142152196.jpg.chip.jpg,36,TRAIN,EXCLUDE
6259,8975,30_1_1_20170113001440458.jpg.chip.jpg,30,TRAIN,EXCLUDE
4821,6901,28_1_2_20170116162435106.jpg.chip.jpg,28,TRAIN,EXCLUDE
8248,11833,28_0_3_20170119194506507.jpg.chip.jpg,28,TRAIN,EXCLUDE
3119,4438,50_1_4_20170117204033496.jpg.chip.jpg,50,TRAIN,EXCLUDE
9109,13073,27_0_1_20170117012340251.jpg.chip.jpg,27,TRAIN,EXCLUDE
10194,14647,35_1_0_20170117140823431.jpg.chip.jpg,35,TRAIN,EXCLUDE
2839,4056,31_1_1_20170116173814201.jpg.chip.jpg,31,TRAIN,EXCLUDE
2811,4017,22_1_4_20170117143710577.jpg.chip.jpg,22,TRAIN,EXCLUDE
5741,8228,34_1_3_20170119165307574.jpg.chip.jpg,34,TRAIN,EXCLUDE
9354,13424,33_1_0_20170117174727549.jpg.chip.jpg,33,TRAIN,EXCLUDE
922,1333,56_0_0_20170104210554380.jpg.chip.jpg,56,TRAIN,EXCLUDE
633,932,31_0_1_20170116142922375.jpg.chip.jpg,31,TRAIN,EXCLUDE
11296,16219,26_0_0_20170117172222445.jpg.chip.jpg,26,TRAIN,EXCLUDE
2002,2881,35_0_0_20170117183000621.jpg.chip.jpg,35,TRAIN,EXCLUDE
2442,3501,58_0_0_20170117193904073.jpg.chip.jpg,58,TRAIN,EXCLUDE
3053,4345,60_0_0_20170111203914420.jpg.chip.jpg,60,TRAIN,EXCLUDE
4940,7082,27_1_2_20170116163736839.jpg.chip.jpg,27,TRAIN,EXCLUDE
800,1166,29_1_0_20170103182700482.jpg.chip.jpg,29,TRAIN,LABELED
2707,3876,33_0_1_20170113135311186.jpg.chip.jpg,33,TRAIN,EXCLUDE
1473,2122,33_0_2_20170109002851300.jpg.chip.jpg,33,TRAIN,EXCLUDE
6632,9496,38_0_2_20170119193322618.jpg.chip.jpg,38,TRAIN,EXCLUDE
3332,4746,25_1_2_20170116174847586.jpg.chip.jpg,25,TRAIN,EXCLUDE
9172,13152,39_0_0_20170104202328306.jpg.chip.jpg,39,TRAIN,EXCLUDE
7169,10282,57_0_0_20170111171747487.jpg.chip.jpg,57,TRAIN,EXCLUDE
11151,16017,26_1_4_20170117173903318.jpg.chip.jpg,26,TRAIN,EXCLUDE
10252,14720,25_1_0_20170103180657288.jpg.chip.jpg,25,TRAIN,EXCLUDE
5754,8252,53_0_0_20170117161110830.jpg.chip.jpg,53,TRAIN,EXCLUDE
6515,9332,36_0_3_20170104232856875.jpg.chip.jpg,36,TRAIN,EXCLUDE
2178,3138,38_1_0_20170104183625399.jpg.chip.jpg,38,TRAIN,EXCLUDE
10272,14754,35_1_2_20170109010122762.jpg.chip.jpg,35,TRAIN,EXCLUDE
12800,18416,25_1_1_20170102233540371.jpg.chip.jpg,25,TRAIN,EXCLUDE
1489,2144,35_0_0_20170117130045470.jpg.chip.jpg,35,TRAIN,EXCLUDE
10163,14602,22_0_3_20170119160410155.jpg.chip.jpg,22,TRAIN,EXCLUDE
10983,15770,26_1_2_20170116184453651.jpg.chip.jpg,26,TRAIN,EXCLUDE
8015,11504,48_0_0_20170104212017204.jpg.chip.jpg,48,TRAIN,EXCLUDE
4557,6510,27_1_1_20170116023622621.jpg.chip.jpg,27,TRAIN,EXCLUDE
3434,4897,26_1_1_20170113011707503.jpg.chip.jpg,26,TRAIN,EXCLUDE
317,443,27_1_3_20170119145528477.jpg.chip.jpg,27,TRAIN,EXCLUDE
6491,9299,28_1_4_20170104000708986.jpg.chip.jpg,28,TRAIN,EXCLUDE
2379,3420,26_0_1_20170113154704138.jpg.chip.jpg,26,TRAIN,EXCLUDE
8374,12008,59_0_3_20170119200426948.jpg.chip.jpg,59,TRAIN,EXCLUDE
