ground_truth,FileName,SPLIT,SSL_SPLIT
27,12575_DonnaReed_27_f.jpg,TRAIN,EXCLUDE
60,14770_ShelleyWinters_60_f.jpg,TEST,EXCLUDE
14,10031_HelenHunt_14_f.jpg,TEST,EXCLUDE
69,4947_StevenBerkoff_69_m.jpg,TEST,EXCLUDE
58,3772_RutgerHauer_58_m.jpg,VAL,EXCLUDE
65,10500_DianneWiest_65_f.jpg,TRAIN,LABELED
30,7466_PeterMarkRichman_30_m.jpg,TRAIN,EXCLUDE
78,12272_JoanneWoodward_78_f.jpg,TRAIN,EXCLUDE
48,25_EsteeLauder_48_f.jpg,TRAIN,EXCLUDE
43,14014_GreerGarson_43_f.jpg,TRAIN,EXCLUDE
23,14002_GloriaSwanson_23_f.jpg,TRAIN,EXCLUDE
71,10898_TippiHedren_71_f.jpg,TEST,EXCLUDE
44,12829_MaryTylerMoore_44_f.jpg,TRAIN,EXCLUDE
35,5148_BobHope_35_m.jpg,TRAIN,EXCLUDE
33,12166_GlendaJackson_33_f.jpg,TRAIN,EXCLUDE
25,3885_TomasMilian_25_m.jpg,TRAIN,EXCLUDE
59,14134_SusannahYork_59_f.jpg,TRAIN,EXCLUDE
51,9481_MaximilianShell_51_m.jpg,TRAIN,EXCLUDE
36,2512_DonJohnson_36_m.jpg,TRAIN,EXCLUDE
34,8048_HorstBuchholz_34_m.jpg,TRAIN,EXCLUDE
25,12647_IsabelleHuppert_25_f.jpg,VAL,EXCLUDE
46,911_TheodoreRoosevelt_46_m.jpg,TRAIN,EXCLUDE
44,8591_DavidCarradine_44_m.jpg,TRAIN,EXCLUDE
20,12338_MyrnaLoy_20_f.jpg,TRAIN,EXCLUDE
52,2933_ScottGlenn_52_m.jpg,TRAIN,EXCLUDE
80,15041_AnnMiller_80_f.jpg,TRAIN,EXCLUDE
56,14768_ShelleyWinters_56_f.jpg,TEST,EXCLUDE
41,14725_MarleneDietrich_41_f.jpg,TRAIN,EXCLUDE
55,9444_EdwardGRobinson_55_m.jpg,TRAIN,EXCLUDE
89,13387_CelesteHolm_89_f.jpg,VAL,EXCLUDE
38,2958_tomselleck_38_m.jpg,VAL,EXCLUDE
62,2337_AbeVigoda_62_m.jpg,TRAIN,EXCLUDE
41,3106_ChuckNorris_41_m.jpg,TEST,EXCLUDE
47,7287_LeifErickson_47_m.jpg,VAL,EXCLUDE
53,391_JPaulGetty_53_m.jpg,TRAIN,EXCLUDE
35,15863_StВphaneAudran_35_f.jpg,TEST,EXCLUDE
50,7454_NewmanPaul_50_m.jpg,TRAIN,EXCLUDE
30,10728_MerylStreep_30_f.jpg,TRAIN,EXCLUDE
34,2747_LiamNeeson_34_m.jpg,TRAIN,EXCLUDE
40,4290_KirkDouglas_40_m.jpg,TRAIN,EXCLUDE
44,2038_JohnJames_44_m.jpg,TRAIN,EXCLUDE
74,3134_ChuckNorris_74_m.jpg,TRAIN,EXCLUDE
84,4120_DickVanDyke_84_m.jpg,TRAIN,EXCLUDE
65,10453_BetteMidler_65_f.jpg,TRAIN,EXCLUDE
46,8803_AnthonyPerkins_46_m.jpg,TRAIN,EXCLUDE
67,13902_AnnieGirardot_67_f.jpg,TRAIN,EXCLUDE
45,14953_AmandaBlake_45_f.jpg,TRAIN,EXCLUDE
29,15816_StefaniePowers_29_f.jpg,TRAIN,EXCLUDE
75,10582_KathrynHays_75_f.jpg,TRAIN,EXCLUDE
34,15343_ErinGray_34_f.jpg,TRAIN,EXCLUDE
77,7877_ChristopherPlummer_77_m.jpg,TRAIN,EXCLUDE
23,7271_LeifErickson_23_m.jpg,TRAIN,EXCLUDE
37,3572_MichaelYork_37_m.jpg,TRAIN,EXCLUDE
26,13345_BetteDavis_26_f.jpg,TRAIN,EXCLUDE
47,530_angelamerkel_47_f.jpg,TRAIN,EXCLUDE
73,13742_PatriciaNeal_73_f.jpg,TEST,EXCLUDE
36,2550_GaryOldman_36_m.jpg,TRAIN,EXCLUDE
22,6213_DickieMoore_22_m.jpg,TRAIN,EXCLUDE
80,7123_GladysCooper_80_m.jpg,VAL,EXCLUDE
49,2686_JohnCleese_49_m.jpg,TEST,EXCLUDE
55,4449_StevenSeagal_55_m.jpg,VAL,EXCLUDE
24,15426_JanetEllis_24_f.jpg,VAL,EXCLUDE
34,9631_AlexandrakisAlekos_34_m.jpg,TRAIN,EXCLUDE
52,7290_LeifErickson_52_m.jpg,VAL,EXCLUDE
42,7509_RichardBoone_42_m.jpg,TRAIN,EXCLUDE
11,14974_AnnJillian_11_f.jpg,TEST,EXCLUDE
57,14133_SusannahYork_57_f.jpg,TRAIN,EXCLUDE
70,8063_HorstBuchholz_70_m.jpg,TRAIN,EXCLUDE
61,14655_BarbaraStanwyck_61_f.jpg,TEST,EXCLUDE
55,2045_JohnJames_55_m.jpg,TRAIN,EXCLUDE
32,3777_SeanConnery_32_m.jpg,TRAIN,EXCLUDE
51,15607_KateOMara_51_f.jpg,TRAIN,EXCLUDE
43,12312_MelindaDillion_43_f.jpg,VAL,EXCLUDE
59,3382_JeffDaniels_59_m.jpg,TRAIN,EXCLUDE
22,16305_Carroll_22_f.jpg,TRAIN,LABELED
30,54_Pele_30_m.jpg,TRAIN,EXCLUDE
18,11840_BarbaraBouchet_18_f.jpg,TRAIN,EXCLUDE
36,12185_GlendaJackson_36_f.jpg,TEST,EXCLUDE
49,5319_JackLemon_49_m.jpg,TRAIN,EXCLUDE
43,5005_WarrenBeatty_43_m.jpg,TRAIN,EXCLUDE
39,225_ElvisPresley_39_m.jpg,TRAIN,EXCLUDE
63,11007_EllenBurstyn_63_f.jpg,TRAIN,EXCLUDE
22,14860_BernadetteLafont_22_f.jpg,VAL,EXCLUDE
35,12261_JoanneWoodward_35_f.jpg,TRAIN,EXCLUDE
42,7795_AndyGriffith_42_m.jpg,TRAIN,EXCLUDE
28,15230_DebraPaget_28_f.jpg,TRAIN,EXCLUDE
69,15841_StefaniePowers_69_f.jpg,VAL,EXCLUDE
81,5722_RoyRogers_81_m.jpg,TRAIN,EXCLUDE
23,5110_ArmandAssante_23_m.jpg,TEST,EXCLUDE
40,6623_MelFerrer_40_m.jpg,TRAIN,EXCLUDE
49,9300_BurtLancaster_49_m.jpg,TRAIN,EXCLUDE
24,14006_GloriaSwanson_24_f.jpg,TEST,EXCLUDE
27,11366_ZsaZsaGabor_27_f.jpg,TRAIN,LABELED
24,2706_KevinBacon_24_m.jpg,TRAIN,EXCLUDE
63,5043_AnthonyAndrews_63_m.jpg,VAL,EXCLUDE
44,15917_VeraEllen_44_f.jpg,TRAIN,EXCLUDE
26,10652_LuiseRainer_26_f.jpg,TRAIN,EXCLUDE
92,13450_DanielleDarrieux_92_f.jpg,TEST,EXCLUDE
55,10205_JulieAdams_55_f.jpg,TRAIN,EXCLUDE
54,5136_ArmandAssante_54_m.jpg,VAL,EXCLUDE
70,13441_DanielleDarrieux_70_f.jpg,TRAIN,EXCLUDE
27,6990_ChristopherWalken_27_m.jpg,TRAIN,EXCLUDE
32,5349_JohnDerek_32_m.jpg,VAL,EXCLUDE
40,6793_RoyScheider_40_m.jpg,TRAIN,EXCLUDE
30,12304_MelindaDillion_30_f.jpg,TRAIN,EXCLUDE
53,13850_AnneBancroft_53_f.jpg,TRAIN,LABELED
33,6374_JamesCagney_33_m.jpg,TRAIN,EXCLUDE
60,11685_MireilleDarc_60_f.jpg,TRAIN,EXCLUDE
41,6455_JohnVernon_41_m.jpg,TRAIN,EXCLUDE
65,11384_ZsaZsaGabor_65_f.jpg,TEST,EXCLUDE
39,9984_GlennClose_39_f.jpg,TRAIN,EXCLUDE
45,5006_WarrenBeatty_45_m.jpg,TRAIN,EXCLUDE
64,16139_SamuelJacksonn_64_m.jpg,TEST,EXCLUDE
48,15445_JanetEllis_48_f.jpg,TRAIN,EXCLUDE
39,4186_HarveyKeitel_39_m.jpg,TRAIN,EXCLUDE
32,8378_SpencerTracy_32_m.jpg,TRAIN,EXCLUDE
26,10502_FayeDunaway_26_f.jpg,TRAIN,EXCLUDE
44,5380_JohnMalkovich_44_m.jpg,TRAIN,EXCLUDE
78,13550_HelenHayes_78_f.jpg,TRAIN,EXCLUDE
42,3304_JackColeman_42_m.jpg,TRAIN,EXCLUDE
54,13336_AvaGardner_54_f.jpg,TEST,EXCLUDE
26,3294_JackColeman_26_m.jpg,TRAIN,EXCLUDE
48,1846_TomJones_48_m.jpg,TRAIN,EXCLUDE
44,5561_PatrickStewart_44_m.jpg,TRAIN,EXCLUDE
74,5645_PeterOToole_74_m.jpg,TEST,EXCLUDE
40,1031_ClerkMaxwell_40_m.jpg,TRAIN,EXCLUDE
58,9234_RobertMitchum_58_m.jpg,TRAIN,EXCLUDE
52,16121_SamuelJacksonn_52_m.jpg,TRAIN,EXCLUDE
34,10949_DaliahLavi_34_f.jpg,TEST,EXCLUDE
37,9004_GeorgeCScott_37_m.jpg,TRAIN,LABELED
41,3647_OmarSharif_41_m.jpg,VAL,EXCLUDE
55,3956_BrianDennehy_55_m.jpg,TRAIN,EXCLUDE
35,14569_BeverlyRoberts_35_f.jpg,TRAIN,EXCLUDE
47,13602_JeanPeters_47_f.jpg,TRAIN,EXCLUDE
44,7072_FessParker_44_m.jpg,TRAIN,EXCLUDE
56,7292_LeifErickson_56_m.jpg,TRAIN,EXCLUDE
40,450_BerryGordy_40_m.jpg,TRAIN,LABELED
85,1498_GabrielGarciaMarquez_85_m.jpg,TRAIN,EXCLUDE
52,6120_CaryGrant_52_m.jpg,VAL,EXCLUDE
85,6221_DickieMoore_85_m.jpg,VAL,EXCLUDE
51,10017_GoldieHawn_51_f.jpg,TRAIN,EXCLUDE
60,6689_PeterGraves_60_m.jpg,TRAIN,EXCLUDE
27,11849_BarbaraBouchet_27_f.jpg,TRAIN,EXCLUDE
60,14620_YvonneDeCarlo_60_f.jpg,TRAIN,EXCLUDE
17,10555_KathrynHays_17_f.jpg,VAL,EXCLUDE
28,8270_RichardChamberlain_28_m.jpg,TRAIN,EXCLUDE
68,8045_HorstBuchholz_68_m.jpg,TRAIN,EXCLUDE
48,4276_KevinCostner_48_m.jpg,TEST,EXCLUDE
58,13108_GretaGarbo_58_f.jpg,TRAIN,EXCLUDE
27,11507_JulieChristie_27_f.jpg,TRAIN,EXCLUDE
35,5369_JohnMalkovich_35_m.jpg,TRAIN,EXCLUDE
53,7572_RobertRyan_53_m.jpg,TRAIN,EXCLUDE
29,1726_TimCurry_29_m.jpg,TRAIN,EXCLUDE
10,7402_MickeyRooney_10_m.jpg,TRAIN,EXCLUDE
38,7863_ChristopherPlummer_38_m.jpg,TRAIN,EXCLUDE
52,13658_JuneAllyson_52_f.jpg,TRAIN,EXCLUDE
72,3552_MartinSheen_72_m.jpg,TRAIN,EXCLUDE
68,2365_AlainDelon_68_m.jpg,TRAIN,EXCLUDE
29,12091_EvaMarieSaint_29_f.jpg,TRAIN,EXCLUDE
65,1020_StephenHawking_65_m.jpg,TRAIN,EXCLUDE
51,5566_PatrickStewart_51_m.jpg,TRAIN,EXCLUDE
61,11870_BarbaraBouchet_61_f.jpg,TRAIN,EXCLUDE
28,12378_MyrnaLoy_28_f.jpg,TEST,EXCLUDE
44,3730_RogerAllam_44_m.jpg,TRAIN,EXCLUDE
38,11605_MargeChampion_38_f.jpg,TRAIN,EXCLUDE
32,3414_KevinSpacey_32_m.jpg,TRAIN,EXCLUDE
30,11813_AnjelicaHuston_30_f.jpg,TEST,EXCLUDE
34,6401_JamesCoburn_34_m.jpg,TRAIN,EXCLUDE
26,154_PaulmcCartney_26_m.jpg,VAL,EXCLUDE
56,13529_HelenHayes_56_f.jpg,TRAIN,EXCLUDE
23,14527_AudreyHepburn_23_f.jpg,TRAIN,EXCLUDE
39,11768_TildaSwinton_39_f.jpg,TRAIN,EXCLUDE
59,3153_DannyDeVito_59_m.jpg,TRAIN,EXCLUDE
45,6071_WilliamShatner_45_m.jpg,TRAIN,EXCLUDE
44,13846_AnneBancroft_44_f.jpg,TRAIN,EXCLUDE
51,13040_GeraldineChaplin_51_f.jpg,TRAIN,EXCLUDE
52,4907_RomanPolanski_52_m.jpg,TRAIN,EXCLUDE
6,10964_DonnaDouglas_6_f.jpg,TRAIN,EXCLUDE
37,11960_AngelaLansbury_37_f.jpg,VAL,EXCLUDE
48,7832_AnthonyQuayle_48_m.jpg,TRAIN,EXCLUDE
37,3358_JeffDaniels_37_m.jpg,TRAIN,EXCLUDE
50,7319_LinoVentura_50_m.jpg,TRAIN,EXCLUDE
34,15235_DebraPaget_34_f.jpg,VAL,EXCLUDE
74,5246_DavidMcCallum_74_m.jpg,TRAIN,EXCLUDE
30,11510_JulieChristie_30_f.jpg,TRAIN,LABELED
67,13989_GloriaSwanson_67_f.jpg,TRAIN,EXCLUDE
37,733_RonaldReagan_37_m.jpg,TRAIN,EXCLUDE
42,14398_MaryPickford_42_f.jpg,TRAIN,LABELED
35,1909_EdwardFox_35_m.jpg,TEST,EXCLUDE
28,365_DavidSarnoff_28_m.jpg,TRAIN,EXCLUDE
23,14484_SusanHayward_23_f.jpg,TRAIN,EXCLUDE
36,7564_RobertRyan_36_m.jpg,TRAIN,EXCLUDE
53,16192_BillCosby_53_m.jpg,TRAIN,EXCLUDE
16,13172_JoanLorring_16_f.jpg,TRAIN,EXCLUDE
69,3548_MartinSheen_69_m.jpg,VAL,EXCLUDE
37,4793_PierceBrosnan_37_m.jpg,TRAIN,EXCLUDE
53,8447_WalterPidgeon_53_m.jpg,TRAIN,LABELED
20,13408_DanielleDarrieux_20_f.jpg,TRAIN,EXCLUDE
45,12293_LauraAntonelli_45_f.jpg,TRAIN,EXCLUDE
35,11053_JeanneMoreau_35_f.jpg,VAL,EXCLUDE
42,2615_JamesWoods_42_m.jpg,TRAIN,EXCLUDE
41,5670_RayDanton_41_m.jpg,VAL,EXCLUDE
43,4170_HarrisonFord_43_m.jpg,TEST,EXCLUDE
53,10874_SusanGeorge_53_f.jpg,TRAIN,EXCLUDE
33,1990_JamesCaan_33_m.jpg,TEST,EXCLUDE
63,11722_OliviaHussey_63_f.jpg,VAL,EXCLUDE
37,2781_MickJagger_37_m.jpg,TRAIN,EXCLUDE
43,9247_VittorioGassman_43_m.jpg,VAL,EXCLUDE
77,5204_CharlesGrodin_77_m.jpg,TRAIN,EXCLUDE
79,13366_BetteDavis_79_f.jpg,VAL,EXCLUDE
51,8738_RichardAttenborough_51_m.jpg,TRAIN,EXCLUDE
31,14982_AnnJillian_31_f.jpg,TRAIN,EXCLUDE
47,7381_LyleTalbot_47_m.jpg,TRAIN,EXCLUDE
61,9092_LawrenceTierney_61_m.jpg,TRAIN,EXCLUDE
55,8533_CharlieChaplin_55_m.jpg,TEST,EXCLUDE
70,9784_TomJones_70_f.jpg,TRAIN,EXCLUDE
38,10117_JaneFonda_38_f.jpg,VAL,EXCLUDE
55,615_Gorbachev_55_m.jpg,TRAIN,EXCLUDE
33,11029_EmmaThompson_33_f.jpg,TRAIN,EXCLUDE
21,14485_SusanHayward_21_f.jpg,TRAIN,EXCLUDE
29,8166_PatrickSwayze_29_m.jpg,TRAIN,EXCLUDE
37,4354_RalphMacchio_37_m.jpg,TRAIN,EXCLUDE
59,2071_JonVoight_59_m.jpg,TRAIN,EXCLUDE
7,1312_AlbertCamus_7_m.jpg,TEST,EXCLUDE
28,5520_NicolasSarkozy_28_m.jpg,TRAIN,LABELED
20,12131_FrancescaAnnis_20_f.jpg,TRAIN,LABELED
34,13277_AmandaRedman_34_f.jpg,TRAIN,LABELED
29,10533_JoanCollins_29_f.jpg,TRAIN,EXCLUDE
64,12077_ElsaMartinelli_64_f.jpg,VAL,EXCLUDE
39,13180_JoanLorring_39_f.jpg,TRAIN,EXCLUDE
69,6263_DirkBogarde_69_m.jpg,TRAIN,LABELED
27,1981_JamesCaan_27_m.jpg,TRAIN,EXCLUDE
54,650_TonyBlair_54_m.jpg,TRAIN,EXCLUDE
28,5479_MichaelKeaton_28_m.jpg,TEST,EXCLUDE
48,12831_MaryTylerMoore_48_f.jpg,TEST,EXCLUDE
51,11288_SophiaLoren_51_f.jpg,TRAIN,EXCLUDE
45,12374_MyrnaLoy_45_f.jpg,TRAIN,EXCLUDE
39,15867_StВphaneAudran_39_f.jpg,TRAIN,EXCLUDE
52,8649_JamesStewart_52_m.jpg,VAL,EXCLUDE
37,10384_AnnMargret_37_f.jpg,TRAIN,EXCLUDE
75,4003_BurtReynolds_75_m.jpg,VAL,EXCLUDE
28,16183_BillCosby_28_m.jpg,TRAIN,EXCLUDE
47,4565_Fernandel_47_m.jpg,TEST,EXCLUDE
30,15789_SarahDouglas_30_f.jpg,TRAIN,EXCLUDE
49,7196_JohnWayne_49_m.jpg,VAL,EXCLUDE
52,6044_RafVallone_52_m.jpg,TRAIN,EXCLUDE
54,13361_BetteDavis_54_f.jpg,TRAIN,EXCLUDE
56,7699_UgoTognazzi_56_m.jpg,TRAIN,EXCLUDE
30,10477_DianneWiest_30_f.jpg,TRAIN,LABELED
84,11987_AngelaLansbury_84_f.jpg,TRAIN,EXCLUDE
57,14654_BarbaraStanwyck_57_f.jpg,TRAIN,EXCLUDE
39,6762_RockHudson_39_m.jpg,TRAIN,EXCLUDE
46,11889_BeaArthur_46_f.jpg,VAL,EXCLUDE
63,11755_SusanSarandon_63_f.jpg,TRAIN,EXCLUDE
70,424_merrillcharles_70_m.jpg,TRAIN,EXCLUDE
43,3220_EliWallach_43_m.jpg,TEST,EXCLUDE
30,4732_MichelPiccoli_30_m.jpg,TRAIN,EXCLUDE
69,15693_KathrynGrayson_69_f.jpg,VAL,EXCLUDE
45,14208_GeraldinePage_45_f.jpg,TRAIN,EXCLUDE
50,7571_RobertRyan_50_m.jpg,TRAIN,EXCLUDE
18,10794_PeggyLipton_18_f.jpg,TRAIN,EXCLUDE
68,2870_RyanONeal_68_m.jpg,TRAIN,EXCLUDE
17,11809_AnjelicaHuston_17_f.jpg,VAL,EXCLUDE
21,3259_IanMcKellen_21_m.jpg,VAL,EXCLUDE
45,5076_AnthonyHopkins_45_m.jpg,TRAIN,EXCLUDE
46,14766_ShelleyWinters_46_f.jpg,TRAIN,LABELED
26,583_QueenElizabet_26_f.jpg,TRAIN,EXCLUDE
58,7522_RichardBoone_58_m.jpg,TRAIN,EXCLUDE
29,14219_IngridBergman_29_f.jpg,VAL,EXCLUDE
40,15480_JeanetteMacDonald_40_f.jpg,TRAIN,EXCLUDE
55,3315_JackColeman_55_m.jpg,VAL,EXCLUDE
46,16428_Turner_46_f.jpg,TEST,EXCLUDE
28,4856_RogerMoore_28_m.jpg,TRAIN,EXCLUDE
35,2817_RonPerlman_35_m.jpg,TRAIN,EXCLUDE
41,15824_StefaniePowers_41_f.jpg,TEST,EXCLUDE
21,10858_SusanGeorge_21_f.jpg,TRAIN,EXCLUDE
30,13177_JoanLorring_30_f.jpg,TRAIN,EXCLUDE
29,12381_UrsulaAndress_29_f.jpg,TEST,EXCLUDE
52,2567_GaryOldman_52_m.jpg,TEST,EXCLUDE
53,5784_BenGazzara_53_m.jpg,TEST,EXCLUDE
34,4610_JamesGarner_34_m.jpg,TRAIN,EXCLUDE
63,12916_BarbraStreisand_63_f.jpg,TRAIN,EXCLUDE
35,12761_KathleenTurner_35_f.jpg,TRAIN,EXCLUDE
40,8223_RandolphScott_40_m.jpg,TRAIN,EXCLUDE
72,7970_GilbertRoland_72_m.jpg,VAL,EXCLUDE
36,4967_TimothyDalton_36_m.jpg,TRAIN,EXCLUDE
60,6640_MelFerrer_60_m.jpg,TRAIN,EXCLUDE
54,7231_JosephCotten_54_m.jpg,TRAIN,EXCLUDE
39,4167_HarrisonFord_39_m.jpg,TRAIN,EXCLUDE
42,6456_JohnVernon_42_m.jpg,TRAIN,EXCLUDE
78,9904_RoseMarie_78_f.jpg,TEST,EXCLUDE
48,14347_KristinScottThomas_48_f.jpg,TRAIN,EXCLUDE
33,13645_JuneAllyson_33_f.jpg,TEST,EXCLUDE
91,1223_ClaudeLВviStrauss_91_m.jpg,TEST,EXCLUDE
75,13443_DanielleDarrieux_75_f.jpg,VAL,EXCLUDE
46,8320_RichardCrenna_46_m.jpg,TEST,EXCLUDE
48,8423_VictorMature_48_m.jpg,TRAIN,EXCLUDE
35,1948_JamesBest_35_m.jpg,TEST,EXCLUDE
49,2325_AbeVigoda_49_m.jpg,VAL,EXCLUDE
36,1143_HeinrichHertz_36_m.jpg,TRAIN,EXCLUDE
46,6732_RexHarrison_46_m.jpg,TRAIN,EXCLUDE
64,10926_Arletty_64_f.jpg,VAL,EXCLUDE
55,12343_MyrnaLoy_55_f.jpg,TRAIN,EXCLUDE
17,3797_StacyKeach_17_m.jpg,VAL,EXCLUDE
40,14218_GeraldinePage_40_f.jpg,VAL,EXCLUDE
28,2542_GaryOldman_28_m.jpg,TRAIN,EXCLUDE
41,8799_AnthonyPerkins_41_m.jpg,TRAIN,EXCLUDE
78,9619_KostasXatzixristos_78_m.jpg,TRAIN,EXCLUDE
39,5374_JohnMalkovich_39_m.jpg,TRAIN,EXCLUDE
52,2525_DonJohnson_52_m.jpg,TRAIN,EXCLUDE
81,7438_MickeyRooney_81_m.jpg,TRAIN,EXCLUDE
38,383_DavidSarnoff_38_m.jpg,VAL,EXCLUDE
54,4811_PierceBrosnan_54_m.jpg,TRAIN,EXCLUDE
31,5117_ArmandAssante_31_m.jpg,TRAIN,EXCLUDE
22,13587_JeanPeters_22_f.jpg,TRAIN,EXCLUDE
38,10317_TerryMoore_38_f.jpg,TRAIN,EXCLUDE
49,12690_JamieLeeCurtis_49_f.jpg,TRAIN,EXCLUDE
78,16357_Dench_78_f.jpg,TEST,EXCLUDE
64,10426_BarbaraBain_64_f.jpg,TRAIN,EXCLUDE
74,1494_GabrielGarciaMarquez_74_m.jpg,VAL,EXCLUDE
33,15677_KathrynGrayson_33_f.jpg,TRAIN,EXCLUDE
70,6426_JamesCoburn_70_m.jpg,TRAIN,EXCLUDE
91,12615_FrancesDee_91_f.jpg,VAL,EXCLUDE
25,794_akistsoxatzopoulos_25_m.jpg,TRAIN,EXCLUDE
44,14110_RomySchneider_44_f.jpg,TRAIN,EXCLUDE
36,949_Gaddafi_36_m.jpg,TRAIN,EXCLUDE
49,5674_RayDanton_49_m.jpg,VAL,EXCLUDE
44,10413_BarbaraBain_44_f.jpg,TRAIN,EXCLUDE
37,13785_ThelmaRitter_37_f.jpg,TRAIN,EXCLUDE
57,7539_RobertMorley_57_m.jpg,TRAIN,EXCLUDE
74,1503_GabrielGarciaMarquez_74_m.jpg,TRAIN,EXCLUDE
40,4896_RomanPolanski_40_m.jpg,TRAIN,LABELED
36,1993_JamesCaan_36_m.jpg,TEST,EXCLUDE
48,6633_MelFerrer_48_m.jpg,TRAIN,EXCLUDE
31,15713_MargaretNolan_31_f.jpg,TRAIN,EXCLUDE
40,9633_AlexandrakisAlekos_40_m.jpg,TRAIN,EXCLUDE
54,8448_WalterPidgeon_54_m.jpg,TEST,EXCLUDE
92,751_RonaldReagan_92_m.jpg,TRAIN,EXCLUDE
51,8964_FredMacMurray_51_m.jpg,VAL,EXCLUDE
40,9541_RicardoMontalbаn_40_m.jpg,TRAIN,EXCLUDE
83,7439_MickeyRooney_83_m.jpg,TRAIN,EXCLUDE
58,7631_TellySavalas_58_m.jpg,TRAIN,EXCLUDE
25,12935_BarbraStreisand_25_f.jpg,TEST,EXCLUDE
39,8757_AlecGuinness_39_m.jpg,TRAIN,EXCLUDE
82,4778_MichelPiccoli_82_m.jpg,TRAIN,EXCLUDE
41,1813_TomHulce_41_m.jpg,TRAIN,EXCLUDE
27,1901_EdwardFox_27_m.jpg,TRAIN,EXCLUDE
33,8272_RichardChamberlain_33_m.jpg,TRAIN,EXCLUDE
70,12486_AnnaMassey_70_f.jpg,TRAIN,EXCLUDE
48,1817_TomHulce_48_m.jpg,TRAIN,EXCLUDE
60,4818_PierceBrosnan_60_m.jpg,TRAIN,EXCLUDE
45,4538_DustinHoffman_45_m.jpg,TRAIN,EXCLUDE
47,11039_EmmaThompson_47_f.jpg,TEST,EXCLUDE
46,10158_JoanCusack_46_f.jpg,TRAIN,EXCLUDE
69,2947_ScottGlenn_69_m.jpg,TRAIN,EXCLUDE
62,10525_FayeDunaway_62_f.jpg,TRAIN,EXCLUDE
67,1013_StephenHawking_67_m.jpg,TEST,EXCLUDE
26,15670_KathrynGrayson_26_f.jpg,TRAIN,EXCLUDE
69,303_MichaelBloomberg_69_m.jpg,TRAIN,EXCLUDE
32,1805_TomHulce_32_m.jpg,TRAIN,LABELED
24,13062_GraceKelly_24_f.jpg,TRAIN,EXCLUDE
35,13016_GeraldineChaplin_35_f.jpg,TRAIN,EXCLUDE
53,7696_UgoTognazzi_53_m.jpg,TRAIN,EXCLUDE
44,6851_ThomasTerry_44_m.jpg,TRAIN,EXCLUDE
32,4788_PierceBrosnan_32_m.jpg,TRAIN,EXCLUDE
54,15610_KateOMara_54_f.jpg,TRAIN,EXCLUDE
48,9589_MarcelloMastroianni_48_m.jpg,TRAIN,EXCLUDE
50,15025_AnnMiller_50_f.jpg,TRAIN,EXCLUDE
65,3278_IanMcKellen_65_m.jpg,TRAIN,EXCLUDE
55,7538_RobertMorley_55_m.jpg,TRAIN,EXCLUDE
42,13121_JaneRussell_42_f.jpg,TRAIN,EXCLUDE
52,649_TonyBlair_52_m.jpg,VAL,EXCLUDE
25,14664_ClaudetteColbert_25_f.jpg,TRAIN,EXCLUDE
42,6766_RockHudson_42_m.jpg,TRAIN,EXCLUDE
51,653_TonyBlair_51_m.jpg,TRAIN,EXCLUDE
54,419_LelandStanford_54_m.jpg,TRAIN,EXCLUDE
73,10431_BarbaraBain_73_f.jpg,TRAIN,EXCLUDE
62,1278_IlyaPrigogine_62_m.jpg,TRAIN,EXCLUDE
34,4465_WilliamDafoe_34_m.jpg,TRAIN,EXCLUDE
34,12194_ImeldaStaunton_34_f.jpg,TRAIN,EXCLUDE
42,4065_ClintWalker_42_m.jpg,TRAIN,EXCLUDE
42,4302_KirkDouglas_42_m.jpg,TRAIN,EXCLUDE
65,1354_BertrandRussell_65_m.jpg,TRAIN,EXCLUDE
74,13512_GladysCooper_74_f.jpg,TRAIN,EXCLUDE
61,4200_HarveyKeitel_61_m.jpg,TRAIN,EXCLUDE
63,8490_WilliamHolden_63_m.jpg,TRAIN,EXCLUDE
33,3754_RutgerHauer_33_m.jpg,TRAIN,EXCLUDE
84,6208_DickieMoore_84_m.jpg,VAL,EXCLUDE
57,2416_BillMurray_57_m.jpg,TEST,EXCLUDE
33,12697_JamieLeeCurtis_33_f.jpg,TRAIN,EXCLUDE
40,13809_VanessaRedgrave_40_f.jpg,TRAIN,EXCLUDE
35,2511_DonJohnson_35_m.jpg,TRAIN,EXCLUDE
22,15755_PamelaSueMartin_22_f.jpg,TRAIN,EXCLUDE
35,14101_RomySchneider_35_f.jpg,TRAIN,EXCLUDE
48,12105_EvaMarieSaint_48_f.jpg,TRAIN,EXCLUDE
29,7030_DavidNiven_29_m.jpg,TRAIN,EXCLUDE
63,6158_DanaAndrews_63_m.jpg,TRAIN,EXCLUDE
37,4827_RobertRedford_37_m.jpg,TRAIN,EXCLUDE
75,14178_EstherWilliams_75_f.jpg,TEST,EXCLUDE
73,10303_MarietteHartley_73_f.jpg,TRAIN,EXCLUDE
33,12284_LauraAntonelli_33_f.jpg,TRAIN,EXCLUDE
55,2330_AbeVigoda_55_m.jpg,TRAIN,EXCLUDE
85,12124_EvaMarieSaint_85_f.jpg,VAL,EXCLUDE
23,9852_KimNovak_23_f.jpg,TRAIN,EXCLUDE
62,7774_AlbertoSordi_62_m.jpg,TRAIN,EXCLUDE
18,9799_JaneAsher_18_f.jpg,TEST,EXCLUDE
89,684_FidelCastro_89_m.jpg,TRAIN,EXCLUDE
